,Date,Crypto,Quote,Open,High,Low,Close,Volume,Mean,Std Dev,Buy Signal,Sell Signal,Mean Reversion Signal,Momentum,Momentum Signal
239,2023-08-04 05:50:00,ETH,USD,3358974.53,3360437.5,3358974.53,3358992.82,382200.39,3355397.5715,2910.605714342417,False,True,Sell,5138.679999999702,Buy
238,2023-08-04 05:55:00,ETH,USD,3359011.1,3359449.99,3358389.34,3358389.34,468149.76,3355728.568,2852.1168139708375,False,False,Hold,3456.2599999997765,Buy
237,2023-08-04 06:00:00,ETH,USD,3358389.34,3359248.83,3358389.34,3359230.55,488265.57,3356153.743,2696.879835561273,False,True,Sell,3108.80999999959,Buy
236,2023-08-04 06:05:00,ETH,USD,3359230.55,3359925.46,3359230.55,3359834.02,543126.87,3356587.147,2545.3728460969005,False,True,Sell,3346.5400000000373,Buy
235,2023-08-04 06:10:00,ETH,USD,3359834.02,3359834.02,3357164.11,3357182.39,676622.7,3356901.685,2164.7444586054185,False,False,Hold,1718.9900000002235,Buy
234,2023-08-04 06:15:00,ETH,USD,3357182.39,3357182.39,3356249.75,3357127.53,892410.48,3357202.5075000003,1681.8891167232107,False,False,Hold,201.15999999968335,Buy
233,2023-08-04 06:20:00,ETH,USD,3357145.82,3358608.79,3357127.53,3358590.5,374885.55,3357439.3255000003,1510.3079501357868,False,False,Hold,3273.3900000001304,Buy
232,2023-08-04 06:25:00,ETH,USD,3358608.79,3359175.69,3357968.74,3358462.49,1486741.23,3357615.796,1404.547769906184,False,False,Hold,3072.230000000447,Buy
231,2023-08-04 06:30:00,ETH,USD,3358462.49,3358480.78,3355682.85,3355902.3,1080767.61,3357604.824,1417.6294489527018,True,False,Buy,-1152.0800000000745,Sell
230,2023-08-04 06:35:00,ETH,USD,3355902.3,3355920.58,3354658.77,3354658.77,1108198.26,3357513.3885,1546.5982940428776,True,False,Buy,-2139.589999999851,Sell
229,2023-08-04 06:40:00,ETH,USD,3354658.77,3355042.8,3354658.77,3355024.51,287107.47,3357491.4439999997,1579.9698780542346,True,False,Buy,-3602.560000000056,Sell
228,2023-08-04 06:45:00,ETH,USD,3355024.51,3355518.27,3353872.43,3354055.3,788174.01,3357347.8905,1754.7741841769734,True,False,Buy,-4151.170000000391,Sell
227,2023-08-04 06:50:00,ETH,USD,3354073.59,3354073.59,3352939.79,3353104.37,718683.03,3357237.2535000006,1948.6027678553617,True,False,Buy,-6016.449999999721,Sell
226,2023-08-04 06:55:00,ETH,USD,3353122.66,3353835.85,3351677.98,3352007.14,1031392.44,3357068.0975,2242.1140092389687,True,False,Buy,-6985.679999999702,Sell
225,2023-08-04 07:00:00,ETH,USD,3352025.43,3352025.43,3349593.25,3352025.43,1208777.31,3356816.65,2509.7517157416937,True,False,Buy,-6967.389999999665,Sell
224,2023-08-04 07:05:00,ETH,USD,3352025.43,3352025.43,3349776.12,3351257.37,1225235.7,3356539.6005,2800.830242549179,True,False,Buy,-7131.969999999739,Sell
223,2023-08-04 07:10:00,ETH,USD,3351257.37,3352263.16,3351239.08,3352263.16,354769.74,3356221.4050000003,2910.541619121941,True,False,Buy,-6967.389999999665,Sell
222,2023-08-04 07:15:00,ETH,USD,3352244.88,3352299.74,3352025.43,3352043.72,382200.39,3355913.2674999996,3013.7176931232834,True,False,Buy,-7790.299999999814,Sell
221,2023-08-04 07:20:00,ETH,USD,3352043.72,3352574.04,3350763.62,3352153.44,978359.85,3355564.8985,3026.09773844062,True,False,Buy,-5028.950000000186,Sell
220,2023-08-04 07:25:00,ETH,USD,3352135.15,3352153.44,3350397.88,3350416.17,1124656.65,3355136.066,3120.9723183373035,True,False,Buy,-6711.35999999987,Sell
219,2023-08-04 07:30:00,ETH,USD,3350397.88,3351074.5,3349776.12,3351001.35,632733.66,3354736.4925,3112.7669310253104,True,False,Buy,-7589.149999999907,Sell
218,2023-08-04 07:35:00,ETH,USD,3350983.07,3351623.11,3349794.4,3351623.11,1174031.82,3354398.181,3062.144103343679,False,False,Hold,-6839.380000000354,Sell
217,2023-08-04 07:40:00,ETH,USD,3351604.83,3353543.26,3351604.83,3353543.26,912526.29,3354113.8164999997,2846.2314888109127,False,False,Hold,-2359.0400000000373,Sell
216,2023-08-04 07:45:00,ETH,USD,3353524.97,3355920.58,3353524.97,3355902.3,1590977.7,3353917.2305,2550.7962029480545,False,False,Hold,1243.529999999795,Buy
215,2023-08-04 07:50:00,ETH,USD,3355920.58,3359541.43,3355902.3,3359541.43,1547088.66,3354035.1825,2756.015087421397,False,True,Sell,4516.920000000391,Buy
214,2023-08-04 07:55:00,ETH,USD,3359523.14,3361662.73,3359523.14,3360803.24,2070099.72,3354218.968,3076.9534757113133,False,True,Sell,6747.94000000041,Buy
213,2023-08-04 08:00:00,ETH,USD,3360821.53,3362430.79,3357767.58,3360291.2,3944527.47,3354304.0029999996,3224.105763842856,False,True,Sell,7186.8300000000745,Buy
212,2023-08-04 08:05:00,ETH,USD,3360309.49,3363143.99,3360291.2,3363034.26,1031392.44,3354532.5915,3666.2157505546284,False,True,Sell,11027.119999999646,Buy
211,2023-08-04 08:10:00,ETH,USD,3363015.98,3365832.19,3361095.83,3361790.74,4891799.25,3354827.0135,4002.9762128623065,False,True,Sell,9765.310000000056,Buy
210,2023-08-04 08:15:00,ETH,USD,3361809.03,3365887.05,3360967.82,3363729.17,658335.6,3355280.5335,4469.540358572666,False,True,Sell,12471.799999999814,Buy
209,2023-08-04 08:20:00,ETH,USD,3363729.17,3363747.46,3360071.75,3360071.75,402316.2,3355532.8954999996,4595.051716436112,False,False,Hold,7808.589999999851,Buy
208,2023-08-04 08:25:00,ETH,USD,3360071.75,3361534.72,3359669.44,3359687.72,883266.93,3355814.5165,4671.687262362525,False,False,Hold,7644.0,Buy
207,2023-08-04 08:30:00,ETH,USD,3359687.72,3360071.75,3358736.8,3359632.86,1175860.53,3356140.9410000006,4700.3492010118725,False,False,Hold,7479.4199999999255,Buy
206,2023-08-04 08:35:00,ETH,USD,3359632.86,3360803.24,3359340.27,3359358.56,367570.71,3356508.5120000006,4647.211739812359,False,False,Hold,8942.39000000013,Buy
205,2023-08-04 08:40:00,ETH,USD,3359340.27,3360035.18,3358956.24,3358974.53,1400791.86,3356855.967,4553.215654639593,False,False,Hold,7973.179999999702,Buy
204,2023-08-04 08:45:00,ETH,USD,3358974.53,3358974.53,3357968.74,3357987.02,656506.89,3357192.4494999996,4362.364558112944,False,False,Hold,6363.910000000149,Buy
203,2023-08-04 08:50:00,ETH,USD,3357968.74,3357987.02,3356414.33,3356999.52,550441.71,3357429.2674999996,4206.460805990799,False,False,Hold,3456.260000000242,Buy
202,2023-08-04 08:55:00,ETH,USD,3356981.23,3356999.52,3355682.85,3355975.44,762572.07,3357625.8535,4029.682690599848,False,False,Hold,73.14000000013039,Buy
201,2023-08-04 09:00:00,ETH,USD,3355957.16,3357877.3,3355701.14,3355719.42,1152087.3,3357804.1525,3849.6744746755335,False,False,Hold,-3822.010000000242,Sell
200,2023-08-04 09:05:00,ETH,USD,3355701.14,3355719.42,3354640.49,3355042.8,682108.83,3358035.484,3506.0277013459668,False,False,Hold,-5760.44000000041,Sell
199,2023-08-04 09:10:00,ETH,USD,3355061.09,3358736.8,3355042.8,3357877.3,1155744.72,3358379.2814999996,3092.72849419471,False,False,Hold,-2413.9000000003725,Sell
198,2023-08-04 09:15:00,ETH,USD,3357895.59,3359559.72,3357877.3,3359559.72,479122.02,3358776.1119999997,2658.9720415537977,False,False,Hold,-3474.5399999995716,Sell
197,2023-08-04 09:20:00,ETH,USD,3359541.43,3361114.12,3359541.43,3361095.83,566900.1,3359153.7405000003,2400.425399830754,False,False,Hold,-694.910000000149,Sell
196,2023-08-04 09:25:00,ETH,USD,3361095.83,3362284.49,3360986.11,3362284.49,508381.38,3359472.85,2369.4537406197637,False,True,Sell,-1444.679999999702,Sell
195,2023-08-04 09:30:00,ETH,USD,3362266.21,3362430.79,3362046.76,3362174.77,502895.25,3359604.517,2445.413042735349,False,True,Sell,2103.0200000000186,Buy
194,2023-08-04 09:35:00,ETH,USD,3362156.48,3362174.77,3360583.79,3360839.81,839377.89,3359606.3455,2446.370019123901,False,False,Hold,1152.089999999851,Buy
193,2023-08-04 09:40:00,ETH,USD,3360821.53,3360839.81,3360656.94,3360656.94,415117.17,3359624.6325000003,2453.1165351851437,False,False,Hold,1024.0800000000745,Buy
192,2023-08-04 09:45:00,ETH,USD,3360656.94,3361406.71,3360656.94,3360821.53,665650.44,3359513.9960000003,2338.4658624032736,False,False,Hold,1462.9699999997392,Buy
191,2023-08-04 09:50:00,ETH,USD,3360821.53,3360821.53,3359193.97,3359852.31,502895.25,3359417.0745000006,2278.5388529159063,False,False,Hold,877.7800000002608,Buy
190,2023-08-04 09:55:00,ETH,USD,3359852.31,3362156.48,3359852.31,3361425.0,651020.76,3359301.8659999995,2100.315565559334,False,True,Sell,3437.9799999999814,Buy
189,2023-08-04 10:00:00,ETH,USD,3361425.0,3361790.74,3361168.98,3361168.98,387686.52,3359356.7275,2135.518939220021,False,False,Hold,4169.459999999963,Buy
188,2023-08-04 10:05:00,ETH,USD,3361187.27,3361498.15,3360254.62,3360419.21,453520.08,3359393.302,2147.715319789664,False,False,Hold,4443.770000000019,Buy
187,2023-08-04 10:10:00,ETH,USD,3360419.21,3361461.57,3360400.92,3360528.93,634562.37,3359438.1055,2162.2728861462397,False,False,Hold,4809.510000000242,Buy
186,2023-08-04 10:15:00,ETH,USD,3360528.93,3360547.22,3358608.79,3358627.07,502895.25,3359401.5310000004,2169.8624000005375,False,False,Hold,3584.2700000000186,Buy
185,2023-08-04 10:20:00,ETH,USD,3358608.79,3358627.07,3357127.53,3357127.53,510210.09,3359309.1810000003,2227.53030705103,False,False,Hold,-749.7700000000186,Sell
184,2023-08-04 10:25:00,ETH,USD,3357127.53,3358078.46,3356816.65,3357913.88,731484.0,3359305.524,2229.873985175495,False,False,Hold,-1645.8400000003166,Sell
183,2023-08-04 10:30:00,ETH,USD,3357895.59,3357913.88,3357383.55,3357401.84,429746.85,3359325.6399999997,2209.6997540771904,False,False,Hold,-3693.9900000002235,Sell
182,2023-08-04 10:35:00,ETH,USD,3357383.55,3357401.84,3355426.83,3355536.55,934470.81,3359303.6955,2246.5929622981275,True,False,Buy,-6747.94000000041,Sell
181,2023-08-04 10:40:00,ETH,USD,3355536.55,3357731.01,3355536.55,3357529.85,894239.19,3359394.217,2127.9101804529205,False,False,Hold,-4644.9199999999255,Sell
180,2023-08-04 10:45:00,ETH,USD,3357529.85,3357529.85,3354640.49,3354987.94,1291069.26,3359391.4740000004,2133.8417244773414,True,False,Buy,-5851.870000000112,Sell
179,2023-08-04 10:50:00,ETH,USD,3355006.23,3356030.3,3354347.89,3355097.66,473635.89,3359252.492,2320.0513315002363,True,False,Buy,-5559.279999999795,Sell
178,2023-08-04 10:55:00,ETH,USD,3355097.66,3356048.59,3355079.38,3355627.99,535812.03,3359055.9055,2455.282448105203,True,False,Buy,-5193.539999999572,Sell
177,2023-08-04 11:00:00,ETH,USD,3355646.28,3355646.28,3354494.19,3354750.21,469978.47,3358738.6245,2584.408750599147,True,False,Buy,-5102.100000000093,Sell
176,2023-08-04 11:05:00,ETH,USD,3354731.92,3355317.11,3354731.92,3355298.82,477293.31,3358389.3409999995,2551.8137698093096,True,False,Buy,-6126.180000000168,Sell
175,2023-08-04 11:10:00,ETH,USD,3355317.11,3355317.11,3354238.17,3354878.22,457177.5,3358024.5135000004,2503.2592719287995,True,False,Buy,-6290.7599999997765,Sell
174,2023-08-04 11:15:00,ETH,USD,3354878.22,3355481.69,3354585.62,3354603.91,537640.74,3357712.7185000004,2522.427236948048,True,False,Buy,-5815.299999999814,Sell
173,2023-08-04 11:20:00,ETH,USD,3354585.62,3355682.85,3354457.61,3355591.41,387686.52,3357459.4420000003,2464.8974992067097,False,False,Hold,-4937.520000000019,Sell
172,2023-08-04 11:25:00,ETH,USD,3355609.7,3355609.7,3355317.11,3355317.11,475464.6,3357184.221,2375.418995195475,False,False,Hold,-3309.9599999999627,Sell
171,2023-08-04 11:30:00,ETH,USD,3355317.11,3355756.0,3354951.37,3355756.0,464492.34,3356979.4055,2308.9279944106165,False,False,Hold,-1371.529999999795,Sell
170,2023-08-04 11:35:00,ETH,USD,3355737.71,3356268.04,3354695.35,3354695.35,431575.56,3356642.9229999995,2108.641503265857,False,False,Hold,-3218.529999999795,Sell
169,2023-08-04 11:40:00,ETH,USD,3354713.63,3354713.63,3353927.29,3353927.29,373056.84,3356280.8385000005,1902.1923323703525,True,False,Buy,-3474.5499999998137,Sell
168,2023-08-04 11:45:00,ETH,USD,3353927.29,3354585.62,3353927.29,3354018.72,334653.93,3355960.8140000002,1696.6084673976475,True,False,Buy,-1517.8299999996088,Sell
167,2023-08-04 11:50:00,ETH,USD,3354018.72,3355317.11,3352720.34,3355298.82,676622.7,3355699.3085000003,1315.7742422986266,False,False,Hold,-2231.0300000002608,Sell
166,2023-08-04 11:55:00,ETH,USD,3355317.11,3357785.87,3354951.37,3354951.37,519353.64,3355515.5235,1128.717515161953,False,False,Hold,-36.56999999983236,Sell
165,2023-08-04 12:00:00,ETH,USD,3354951.37,3354969.65,3353561.55,3353561.55,415117.17,3355337.2245,1142.243825161596,True,False,Buy,-1536.1100000003353,Sell
164,2023-08-04 12:05:00,ETH,USD,3353579.83,3355627.99,3353561.55,3355609.7,453520.08,3355222.0155,972.2281848542981,False,False,Hold,-18.290000000037253,Sell
163,2023-08-04 12:10:00,ETH,USD,3355609.7,3355884.01,3354347.89,3354366.18,634562.37,3355070.2325000004,842.283337611938,False,False,Hold,-384.0299999997951,Sell
162,2023-08-04 12:15:00,ETH,USD,3354347.89,3354914.79,3354347.89,3354914.79,530325.9,3355039.1445,835.613996779909,False,False,Hold,-384.0299999997951,Sell
161,2023-08-04 12:20:00,ETH,USD,3354914.79,3356908.09,3354896.5,3356889.8,740627.55,3355007.142,742.2438587964176,False,True,Sell,2011.5799999996088,Buy
160,2023-08-04 12:25:00,ETH,USD,3356889.8,3359669.44,3356085.17,3359358.56,813775.95,3355225.673,1223.6044017401498,False,True,Sell,4754.649999999907,Buy
159,2023-08-04 12:30:00,ETH,USD,3359340.27,3371830.36,3353854.14,3355006.23,7214260.95,3355221.1015,1224.2784520953458,False,False,Hold,-585.1800000001676,Sell
158,2023-08-04 12:35:00,ETH,USD,3355006.23,3358956.24,3349282.37,3355847.43,3880522.62,3355232.0735,1229.0907696306622,False,False,Hold,530.320000000298,Buy
157,2023-08-04 12:40:00,ETH,USD,3355847.43,3364881.26,3354311.32,3362540.51,2604083.04,3355621.5884999996,2037.1449476532791,False,True,Sell,6784.5099999997765,Buy
156,2023-08-04 12:45:00,ETH,USD,3362522.23,3365338.44,3360108.33,3363473.15,1932946.47,3356030.3049999997,2685.74292528339,False,True,Sell,8777.799999999814,Buy
155,2023-08-04 12:50:00,ETH,USD,3363454.87,3367514.6,3362119.91,3364387.51,2185308.45,3356505.7695,3252.896133917715,False,True,Sell,10460.21999999974,Buy
154,2023-08-04 12:55:00,ETH,USD,3364387.51,3365466.45,3360803.24,3363802.32,1391648.31,3356965.69,3601.442504988239,False,True,Sell,9783.599999999627,Buy
153,2023-08-04 13:00:00,ETH,USD,3363820.61,3366618.54,3363491.44,3365503.02,1770191.28,3357461.2704999996,4055.683027612932,False,True,Sell,10204.200000000186,Buy
152,2023-08-04 13:05:00,ETH,USD,3365521.31,3366545.39,3364094.92,3366527.1,1104540.84,3358021.7700000005,4494.62473155259,False,True,Sell,11575.729999999981,Buy
151,2023-08-04 13:10:00,ETH,USD,3366545.39,3368447.25,3365082.42,3368428.96,1768362.57,3358655.418,5020.8883273429765,False,True,Sell,14867.410000000149,Buy
150,2023-08-04 13:15:00,ETH,USD,3368447.25,3368776.41,3365484.74,3365484.74,1373361.21,3359194.8875,5150.953033452299,False,True,Sell,9875.040000000037,Buy
149,2023-08-04 13:20:00,ETH,USD,3365484.74,3367386.59,3365484.74,3366197.93,808289.82,3359808.4195,5220.811675340825,False,True,Sell,11831.75,Buy
148,2023-08-04 13:25:00,ETH,USD,3366216.22,3366216.22,3362723.38,3363418.29,2265771.69,3360278.3980000005,5093.719380174579,False,False,Hold,8503.5,Buy
147,2023-08-04 13:30:00,ETH,USD,3363436.58,3372214.39,3362412.5,3370714.85,2401096.23,3361049.1994999996,5454.183327345267,False,True,Sell,13825.05000000028,Buy
146,2023-08-04 13:35:00,ETH,USD,3370714.85,3377407.92,3370714.85,3374006.52,4454737.56,3362001.957,5972.6036482823965,False,True,Sell,14647.959999999963,Buy
145,2023-08-04 13:40:00,ETH,USD,3373988.24,3375067.18,3370714.85,3372324.11,2306003.31,3362940.085,6050.109097720582,False,True,Sell,17317.87999999989,Buy
144,2023-08-04 13:45:00,ETH,USD,3372324.11,3380333.86,3372324.11,3379419.51,3635475.48,3364130.5754999993,6824.738796862746,False,True,Sell,23572.07999999961,Buy
143,2023-08-04 13:50:00,ETH,USD,3379437.79,3385509.11,3373073.88,3373073.88,6128007.21,3365065.9604999996,6696.8354946176505,False,True,Sell,10533.370000000112,Buy
142,2023-08-04 13:55:00,ETH,USD,3373092.17,3373896.8,3370184.52,3370184.52,2068271.01,3365829.4469999997,6339.515436068044,False,False,Hold,6711.370000000112,Buy
141,2023-08-04 14:00:00,ETH,USD,3370184.52,3370678.27,3358919.67,3359340.27,5976224.28,3365951.9705,6179.301411760941,True,False,Buy,-5047.239999999758,Sell
140,2023-08-04 14:05:00,ETH,USD,3359340.27,3362394.22,3359011.1,3362375.93,2487045.6,3366102.839,6045.230091658191,False,False,Hold,-1426.3899999996647,Sell
139,2023-08-04 14:10:00,ETH,USD,3362375.93,3368867.85,3362375.93,3367130.57,1408106.7,3366709.0560000003,5452.77741420486,False,False,Hold,1627.5499999998137,Buy
138,2023-08-04 14:15:00,ETH,USD,3367148.86,3372506.98,3365612.75,3372506.98,1384333.47,3367542.0335,4956.053300784684,False,True,Sell,5979.879999999888,Buy
137,2023-08-04 14:20:00,ETH,USD,3372488.69,3374701.43,3371556.05,3374335.69,1980492.93,3368131.7924999995,5030.794851090785,False,True,Sell,5906.729999999981,Buy
136,2023-08-04 14:25:00,ETH,USD,3374317.4,3374683.15,3371610.91,3373585.92,861322.41,3368637.4310000003,5046.1042338112875,False,False,Hold,8101.179999999702,Buy
135,2023-08-04 14:30:00,ETH,USD,3373585.92,3378029.69,3373329.9,3375067.18,1729959.66,3369171.4145000004,5136.952132204227,False,True,Sell,8869.25,Buy
134,2023-08-04 14:35:00,ETH,USD,3375067.18,3375432.92,3372580.13,3373549.35,1581834.15,3369658.766,5062.588170843779,False,False,Hold,10131.060000000056,Buy
133,2023-08-04 14:40:00,ETH,USD,3373531.06,3373969.95,3370001.65,3370952.58,947271.78,3369931.2440000004,4973.006214629775,False,False,Hold,237.72999999998137,Buy
132,2023-08-04 14:45:00,ETH,USD,3370934.29,3371537.77,3368556.97,3370422.25,1254495.06,3370126.0015000002,4908.528058107575,False,False,Hold,-3584.2700000000186,Sell
131,2023-08-04 14:50:00,ETH,USD,3370422.25,3382016.27,3370202.81,3379053.76,4573603.71,3370657.2415,5276.361931826658,False,True,Sell,6729.649999999907,Buy
130,2023-08-04 14:55:00,ETH,USD,3379072.05,3380169.28,3375487.78,3377261.63,3500150.94,3371246.086,5325.64959351292,False,True,Sell,-2157.8799999998882,Sell
129,2023-08-04 15:00:00,ETH,USD,3377261.63,3380370.44,3377243.34,3378925.75,2444985.27,3371882.4769999995,5449.682841180884,False,True,Sell,5851.870000000112,Buy
128,2023-08-04 15:05:00,ETH,USD,3378907.47,3380791.04,3377554.22,3377572.51,2134104.57,3372590.188,5206.265128110937,False,False,Hold,7387.989999999758,Buy
127,2023-08-04 15:10:00,ETH,USD,3377572.51,3377993.11,3376365.56,3376383.85,868637.25,3372873.6380000003,5252.903136189051,False,False,Hold,17043.580000000075,Buy
